REIT名,証券コード,物件名,所在地,用途,取得予定日,取得価格_億円,緯度,経度,出典,属性
ジャパンリアルエステイト投資法人,8952,JRE代々木一丁目ビル,東京都渋谷区,オフィス,既存保有,87,35.664,139.6982,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,JRE神宮前テラス,東京都渋谷区,オフィス,既存保有,48.85,35.664,139.6982,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,JRE神宮前メディアスクエアビル,東京都渋谷区,オフィス,既存保有,122,35.664,139.6982,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,渋谷クロスタワー（底地）,東京都渋谷区,オフィス,既存保有,265.24,35.664,139.6982,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,恵比寿ネオナート,東京都渋谷区,オフィス,既存保有,146.12,35.664,139.6982,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,TIX TOWER UENO,東京都台東区,オフィス,既存保有,220,35.7128,139.78,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,豊洲フォレシア,東京都江東区,オフィス,既存保有,278.56,35.6729,139.8172,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,豊洲フロント,東京都江東区,オフィス,既存保有,255,35.6729,139.8172,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,JRE東五反田一丁目ビル,東京都品川区,オフィス,既存保有,55,35.6092,139.73,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,大崎フロントタワー,東京都品川区,オフィス,既存保有,123,35.6092,139.73,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,JRE大森駅東口ビル,東京都大田区,オフィス,既存保有,51.23,35.5613,139.7161,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,ハーモニータワー,東京都中野区,オフィス,既存保有,111.2,35.7073,139.6637,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,JRE池袋二丁目ビル,東京都豊島区,オフィス,既存保有,17.28,35.7261,139.7164,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,JRE南池袋ビル,東京都豊島区,オフィス,既存保有,45,35.7261,139.7164,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,八王子ファーストスクエア,東京都八王子市,オフィス,既存保有,59.34,35.6551,139.3392,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,JREさいたま浦和ビル,埼玉県さいたま市,オフィス,既存保有,25.74,35.8617,139.6455,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,MMパークビル,神奈川県横浜市,オフィス,既存保有,374,35.4437,139.638,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,クイーンズタワーA,神奈川県横浜市,オフィス,既存保有,172,35.4437,139.638,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,武蔵小杉STMビル,神奈川県川崎市,オフィス,既存保有,40,35.5308,139.7029,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,サッポロアーチビル,北海道札幌市,オフィス,既存保有,81.75,43.0618,141.3545,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,8・3スクエア北ビル,北海道札幌市,オフィス,既存保有,71,43.0618,141.3545,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,The Link Sapporo,北海道札幌市,オフィス,既存保有,213.4,43.0618,141.3545,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,定禅寺パークビル,宮城県仙台市,オフィス,既存保有,10,38.2682,140.8694,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,JRE東二番丁スクエア,宮城県仙台市,オフィス,既存保有,99.5,38.2682,140.8694,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,JRE仙台本町ホンマビル,宮城県仙台市,オフィス,既存保有,31.74,38.2682,140.8694,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,AER,宮城県仙台市,オフィス,既存保有,186.4,38.2682,140.8694,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,金沢パークビル,石川県金沢市,オフィス,既存保有,45.8,36.5613,136.6562,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,JRE金沢上堤町ビル,石川県金沢市,オフィス,既存保有,27.8,36.5613,136.6562,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,錦パークビル,愛知県名古屋市,オフィス,既存保有,59.75,35.1815,136.9066,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,JRE名古屋広小路プレイス,愛知県名古屋市,オフィス,既存保有,85.67,35.1815,136.9066,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,名古屋広小路ビルヂング,愛知県名古屋市,オフィス,既存保有,145.33,35.1815,136.9066,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,JRE四条烏丸センタービル,京都府京都市,オフィス,既存保有,44,35.0116,135.7681,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,グランフロント大阪（北館）,大阪府大阪市,オフィス,既存保有,97.5,34.6937,135.5023,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,グランフロント大阪（うめきた広場・南館）,大阪府大阪市,オフィス,既存保有,112.5,34.6937,135.5023,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,JRE梅田スクエアビル,大阪府大阪市,オフィス,既存保有,155.23,34.6937,135.5023,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,JRE堺筋本町ビル,大阪府大阪市,オフィス,既存保有,41.64,34.6937,135.5023,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,JRE堺筋本町スクエア,大阪府大阪市,オフィス,既存保有,172.15,34.6937,135.5023,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,JRE御堂筋ダイワビル,大阪府大阪市,オフィス,既存保有,143.14,34.6937,135.5023,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,JRE尼崎フロントビル,兵庫県尼崎市,オフィス,既存保有,93,34.7331,135.4053,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,リットシティビル,岡山県岡山市,オフィス,既存保有,40.94,34.6551,133.9195,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,NHK広島放送センタービル,広島県広島市,オフィス,既存保有,27.7,34.3853,132.4553,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,JRE天神三丁目ビル,福岡県福岡市,オフィス,既存保有,15.5,33.5904,130.4017,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ジャパンリアルエステイト投資法人,8952,日之出天神ビルディング,福岡県福岡市,オフィス,既存保有,36.57,33.5904,130.4017,公式ポートフォリオ一覧2026/5/20時点(市区町村レベルの近似座標),オフィス
ラサールロジポート投資法人,3466,昇順降順,昇順降順,物流施設,既存保有(取得日不明),,,,https://lasalle-logiport.com/ja/portfolio/list.html (自動取得 2026-07-27),物流施設
ラサールロジポート投資法人,3466,ロジポート橋本(注5）,神奈川県相模原市,物流施設,既存保有(取得日不明),2.12,35.5714,139.3739,https://lasalle-logiport.com/ja/portfolio/list.html (自動取得 2026-07-27),物流施設
ラサールロジポート投資法人,3466,ロジポート相模原(注6）,神奈川県相模原市,物流施設,既存保有(取得日不明),2.3,35.5714,139.3739,https://lasalle-logiport.com/ja/portfolio/list.html (自動取得 2026-07-27),物流施設
ラサールロジポート投資法人,3466,ロジポート北柏,千葉県柏市,物流施設,既存保有(取得日不明),2.53,35.8676,139.9709,https://lasalle-logiport.com/ja/portfolio/list.html (自動取得 2026-07-27),物流施設
ラサールロジポート投資法人,3466,ロジポート流山B棟(注7）,千葉県流山市,物流施設,既存保有(取得日不明),1.33,35.6073,140.1063,https://lasalle-logiport.com/ja/portfolio/list.html (自動取得 2026-07-27),物流施設
ラサールロジポート投資法人,3466,ロジポート東扇島A棟,神奈川県川崎市,物流施設,既存保有(取得日不明),1.9,35.5308,139.7029,https://lasalle-logiport.com/ja/portfolio/list.html (自動取得 2026-07-27),物流施設
ラサールロジポート投資法人,3466,ロジポート東扇島B棟,神奈川県川崎市,物流施設,既存保有(取得日不明),1.91,35.5308,139.7029,https://lasalle-logiport.com/ja/portfolio/list.html (自動取得 2026-07-27),物流施設
ラサールロジポート投資法人,3466,ロジポート東扇島C棟,神奈川県川崎市,物流施設,既存保有(取得日不明),2.37,35.5308,139.7029,https://lasalle-logiport.com/ja/portfolio/list.html (自動取得 2026-07-27),物流施設
ラサールロジポート投資法人,3466,ロジポート柏沼南,千葉県柏市,物流施設,既存保有(取得日不明),9.39,35.8676,139.9709,https://lasalle-logiport.com/ja/portfolio/list.html (自動取得 2026-07-27),物流施設
ラサールロジポート投資法人,3466,東扇島（底地）(注8）,神奈川県川崎市,物流施設,既存保有(取得日不明),1.11,35.5308,139.7029,https://lasalle-logiport.com/ja/portfolio/list.html (自動取得 2026-07-27),物流施設
ラサールロジポート投資法人,3466,ロジポート川崎ベイ(注9）,神奈川県川崎市,物流施設,既存保有(取得日不明),3.22,35.5308,139.7029,https://lasalle-logiport.com/ja/portfolio/list.html (自動取得 2026-07-27),物流施設
ラサールロジポート投資法人,3466,ロジポート新守谷,茨城県つくばみらい市,物流施設,既存保有(取得日不明),8.58,35.9506,139.9958,https://lasalle-logiport.com/ja/portfolio/list.html (自動取得 2026-07-27),物流施設
ラサールロジポート投資法人,3466,ロジポート堺南島町,大阪府堺市,物流施設,既存保有(取得日不明),8.18,34.5733,135.4831,https://lasalle-logiport.com/ja/portfolio/list.html (自動取得 2026-07-27),物流施設
ラサールロジポート投資法人,3466,ロジポート堺築港新町(注10）,大阪府堺市,物流施設,既存保有(取得日不明),4.14,34.5733,135.4831,https://lasalle-logiport.com/ja/portfolio/list.html (自動取得 2026-07-27),物流施設
ラサールロジポート投資法人,3466,ロジポート大阪大正(注11）,大阪府大阪市,物流施設,既存保有(取得日不明),1.76,34.6937,135.5023,https://lasalle-logiport.com/ja/portfolio/list.html (自動取得 2026-07-27),物流施設
ラサールロジポート投資法人,3466,ロジポート尼崎,兵庫県尼崎市,物流施設,既存保有(取得日不明),4.82,34.7331,135.4053,https://lasalle-logiport.com/ja/portfolio/list.html (自動取得 2026-07-27),物流施設
ラサールロジポート投資法人,3466,ロジポート堺(注12）,大阪府堺市,物流施設,既存保有(取得日不明),1.2,34.5733,135.4831,https://lasalle-logiport.com/ja/portfolio/list.html (自動取得 2026-07-27),物流施設
ラサールロジポート投資法人,3466,ロジポート大阪ベイ,大阪府大阪市,物流施設,既存保有(取得日不明),4.0,34.6937,135.5023,https://lasalle-logiport.com/ja/portfolio/list.html (自動取得 2026-07-27),物流施設
ラサールロジポート投資法人,3466,ロジポート京都,京都府八幡市,物流施設,既存保有(取得日不明),1.3,34.8955,135.7044,https://lasalle-logiport.com/ja/portfolio/list.html (自動取得 2026-07-27),物流施設
ラサールロジポート投資法人,3466,犬山物流センター,愛知県犬山市,物流施設,既存保有(取得日不明),3.23,35.3317,136.937,https://lasalle-logiport.com/ja/portfolio/list.html (自動取得 2026-07-27),物流施設
ラサールロジポート投資法人,3466,-,-,物流施設,既存保有(取得日不明),,,,https://lasalle-logiport.com/ja/portfolio/list.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 東京,東京都大田区tokyoota,物流施設,2013年1月4日,227.0,35.5613,139.7161,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 東扇島,神奈川県川崎市kanagawakawasaki,物流施設,2013年1月4日,49.8,35.5308,139.7029,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 昭島,東京都昭島市tokyoakishima,物流施設,2013年1月4日,75.55,35.7053,139.3546,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 富里,千葉県富里市chibatomisato,物流施設,2013年1月4日,49.9,35.7373,140.3444,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 習志野 Ⅱ,千葉県習志野市chibanarashino,物流施設,2013年1月4日,83.4,35.6673,140.0129,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 加須,埼玉県加須市saitamakazo,物流施設,2013年1月4日,115.0,36.1276,139.6013,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 杉戸 Ⅱ,埼玉県北葛飾郡saitamakitakatsushika,物流施設,2013年1月4日,190.0,35.8617,139.6455,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 岩槻,埼玉県さいたま市saitamasaitama,物流施設,2013年1月4日,69.4,35.8617,139.6455,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 越谷 Ⅱ,埼玉県越谷市saitamakoshigaya,物流施設,2013年1月4日,97.8,35.8917,139.7903,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 三郷 Ⅱ,埼玉県三郷市saitamamisato,物流施設,2013年1月4日,148.68,35.8322,139.8747,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 辰巳,東京都江東区tokyokoto,物流施設,2013年2月1日,49.6,35.6729,139.8172,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 羽村,東京都羽村市tokyohamura,物流施設,2013年10月1日,76.6,35.7756,139.3122,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 船橋 Ⅲ,千葉県船橋市chibafunabashi,物流施設,2013年10月1日,30.5,35.6947,139.9825,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 袖ヶ浦,千葉県袖ケ浦市chibasodegaura,物流施設,2013年10月1日,61.5,35.6073,140.1063,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 浦安 Ⅲ,千葉県浦安市chibaurayasu,物流施設,2014年3月3日,187.6,35.6534,139.9016,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 辰巳 Ⅱa,東京都江東区tokyokoto,物流施設,2014年4月1日,66.94,35.6729,139.8172,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 東京 Ⅱ,東京都江東区tokyokoto,物流施設,2014年9月2日,363.73,35.6729,139.8172,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 新木場,東京都江東区tokyokoto,物流施設,2015年9月1日,115.4,35.6729,139.8172,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 習志野,千葉県習志野市chibanarashino,物流施設,2015年9月1日,53.2,35.6673,140.0129,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 杉戸,埼玉県北葛飾郡saitamakitakatsushika,物流施設,2015年9月1日,84.81,35.8617,139.6455,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 松戸,千葉県松戸市chibamatsudo,物流施設,2016年1月15日,23.56,35.7877,139.9033,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP・MFLP 市川塩浜,千葉県市川市chibaichikawa,物流施設,2016年9月1日,155.0,35.7219,139.9306,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 厚木 Ⅱ,神奈川県愛甲郡kanagawaaiko,物流施設,2016年9月1日,211.0,35.5167,139.3167,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 吉見,埼玉県比企郡saitamahiki,物流施設,2016年9月1日,112.0,35.8617,139.6455,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 野田吉春,千葉県野田市chibanoda,物流施設,2017年9月1日,44.96,35.9486,139.8753,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 浦安,千葉県浦安市chibaurayasu,物流施設,2018年3月1日,74.4,35.6534,139.9016,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 船橋 Ⅱ,千葉県船橋市chibafunabashi,物流施設,2018年3月1日,77.89,35.6947,139.9825,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 三郷,埼玉県三郷市saitamamisato,物流施設,2018年3月1日,169.39,35.8322,139.8747,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 新砂,東京都江東区tokyokoto,物流施設,2018年9月3日,183.0,35.6729,139.8172,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 湘南,神奈川県藤沢市kanagawafujisawa,物流施設,2018年9月3日,58.7,35.3389,139.4867,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 横浜,神奈川県横浜市kanagawayokohama,物流施設,2020年12月11日,404.2,35.4437,139.638,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 船橋Ⅳ,千葉県船橋市chibafunabashi,物流施設,2020年7月1日,77.1,35.6947,139.9825,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 東扇島Ⅱ,神奈川県川崎市kanagawakawasaki,物流施設,2020年7月1日,23.65,35.5308,139.7029,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 狭山日高Ⅱ,埼玉県日高市saitamahidaka,物流施設,2020年12月11日,216.3,35.8617,139.6455,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 東扇島Ⅲ,神奈川県川崎市kanagawakawasaki,物流施設,2020年12月11日,63.2,35.5308,139.7029,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 浦安Ⅱ,千葉県浦安市chibaurayasu,物流施設,2020年12月11日,168.85,35.6534,139.9016,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 八千代Ⅱ,千葉県八千代市chibayachiyo,物流施設,2020年12月11日,130.39,35.7186,140.1006,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 座間,神奈川県座間市kanagawazama,物流施設,2022年11月1日,431.13,35.4886,139.4056,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 新座,埼玉県新座市saitamaniiza,物流施設,2021年7月15日,71.91,35.7847,139.5658,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 狭山日高Ⅰ,埼玉県日高市saitamahidaka,物流施設,2021年7月15日,103.0,35.8617,139.6455,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 常総,茨城県常総市ibarakijoso,物流施設,2022年11月1日,163.5,36.0241,139.9943,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 北本,埼玉県北本市KitamotoSaitama,物流施設,2022年11月1日,156.49,36.0069,139.5286,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP ALFALINK 相模原4,神奈川県相模原市SagamiharaKanagawa,物流施設,2023年6月1日,193.5,35.5714,139.3739,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 加須Ⅱ,埼玉県加須市KazoSaitama,物流施設,2024年4月1日,77.0,36.1276,139.6013,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,Marq 南足柄,神奈川県南足柄市Minamiashigara-shiKanagawa,物流施設,2026年3月31日,20.0,35.3308,139.1006,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 枚方,大阪府枚方市osakahirakata,物流施設,2013年1月4日,47.5,34.8153,135.6497,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 枚方 Ⅱ,大阪府枚方市osakahirakata,物流施設,2013年1月4日,79.4,34.8153,135.6497,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 舞洲 Ⅱ,大阪府大阪市osakaosaka,物流施設,2013年1月4日,32.83,34.6937,135.5023,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 津守,大阪府大阪市osakaosaka,物流施設,2013年1月4日,19.9,34.6937,135.5023,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 六甲,兵庫県神戸市hyogokobe,物流施設,2013年1月4日,51.6,34.6901,135.1955,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 尼崎,兵庫県尼崎市hyogoamagasaki,物流施設,2013年1月4日,249.63,34.7331,135.4053,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 尼崎 Ⅱ,兵庫県尼崎市hyogoamagasaki,物流施設,2013年1月4日,20.4,34.7331,135.4053,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 堺,大阪府堺市osakasakai,物流施設,2013年2月1日,20.0,34.5733,135.4831,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 六甲 Ⅱ,兵庫県神戸市hyogokobe,物流施設,2013年10月1日,34.3,34.6901,135.1955,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 門真,大阪府門真市osakakadoma,物流施設,2014年9月2日,24.3,34.7381,135.5714,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 神戸西,兵庫県神戸市hyogokobe,物流施設,2015年5月1日,71.5,34.6901,135.1955,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 深江浜,兵庫県神戸市hyogokobe,物流施設,2016年9月1日,47.98,34.6901,135.1955,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 舞洲 Ⅰ,大阪府大阪市osakaosaka,物流施設,2018年3月1日,193.9,34.6937,135.5023,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 大阪,大阪府大阪市osakaosaka,物流施設,2018年9月3日,360.0,34.6937,135.5023,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 摂津,大阪府摂津市osakasettsu,物流施設,2018年9月3日,73.0,34.7583,135.5619,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 西宮,兵庫県西宮市hyogonishinomiya,物流施設,2018年9月3日,27.5,34.7381,135.3419,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 滋賀,滋賀県草津市shigakusatsu,物流施設,2018年9月3日,45.5,35.0128,135.96,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 寝屋川,大阪府寝屋川市osakaneyagawa,物流施設,2018年9月3日,81.0,34.7644,135.6283,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 六甲Ⅲ,兵庫県神戸市hyogokobe,物流施設,2020年12月11日,79.81,34.6901,135.1955,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 六甲Ⅳ,兵庫県神戸市hyogokobe,物流施設,2021年7月15日,21.75,34.6901,135.1955,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 尼崎Ⅲ,兵庫県尼崎市hyogoamagasaki,物流施設,2022年11月1日,66.65,34.7331,135.4053,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 野洲,滋賀県野洲市shigayasu,物流施設,2022年11月1日,58.2,35.0553,136.0269,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
GLP投資法人,3281,GLP 栗東湖南,滋賀県湖南市shigakonan,物流施設,2025年10月31日,115.0,34.9989,136.0067,https://www.glpjreit.com/ja/portfolio/index.html (自動取得 2026-07-27),物流施設
